C2 Area,C2 Perimeter,C2 Aspect Ratio,C2 Circularity,C2 Vertebral Height,C2 Vertebral Width,C3 Area,C3 Perimeter,C3 Aspect Ratio,C3 Circularity,C3 Vertebral Height,C3 Vertebral Width,C4 Area,C4 Perimeter,C4 Aspect Ratio,C4 Circularity,C4 Vertebral Height,C4 Vertebral Width,C2 Eccentricity,C2 Solidity,C2 Extent,C3 Eccentricity,C3 Solidity,C3 Extent,C4 Eccentricity,C4 Solidity,C4 Extent,C2 Cervical Lordosis Angle,C3 Cervical Lordosis Angle,C4 Cervical Lordosis Angle
408069.0,9338.739900231361,0.6849451645064806,0.058798589533301596,1003,687,7856.0,436.0487691164017,0.6575342465753424,0.5192078009687378,146,96,3844.5,285.982754945755,1.0,0.5907041720648136,73,73,0.8465319006168056,0.5919622853556546,0.5885981066988264,0,1.0,1.0,0,1.0,1.0,-90.0,-90.0,-90.0
